,PR-AUC,ROC-AUC,Max F1,Max F1 Precision,Max F1 Recall,runtime,status,model,subsample,preprocessor,postprocessor,seed,lr,anom_fraction,dataset
582,0.9194020527213171,0.9768224251235823,0.8709643047416089,0.8817691477885653,0.860421052631579,7.822542905807495,Completed,PW-AE,50000,minmax,none,,0.1,0.095,creditcard
583,0.8837122992705272,0.9703847304448967,0.8458216367955085,0.8681294326241135,0.8246315789473684,7.2725677490234375,Completed,DAE,50000,minmax,none,,0.02,0.095,creditcard
584,0.877708993146918,0.9647939587089271,0.8156412930135557,0.8080578512396694,0.8233684210526315,4.97867488861084,Completed,HST,50000,minmax,none,,,0.095,creditcard
585,0.9121221103553052,0.971978448888889,0.8642205638474295,0.8969449225473322,0.8338,7.792665004730225,Completed,PW-AE,50000,minmax,none,,0.1,0.1,creditcard
586,0.8754840271399471,0.9635592933333332,0.8361405697650239,0.8707232568211347,0.8042,7.274613618850708,Completed,DAE,50000,minmax,none,,0.02,0.1,creditcard
587,0.9063797257921169,0.9736293622222222,0.840616158440742,0.8828967642526965,0.8022,4.933155059814453,Completed,HST,50000,minmax,none,,,0.1,creditcard
588,0.9212096374696399,0.9755350311111111,0.872974925188319,0.9017267107226604,0.846,7.980067014694214,Completed,PW-AE,50000,minmax,none,,0.1,0.1,creditcard
589,0.8768323233662679,0.9660179244444445,0.8392675483214649,0.8540372670807453,0.825,7.243401050567627,Completed,DAE,50000,minmax,none,,0.02,0.1,creditcard
590,0.8429714035007587,0.9641534822222222,0.7973611658133123,0.7852986811481769,0.8098,4.9162585735321045,Completed,HST,50000,minmax,none,,,0.1,creditcard
591,0.9163338723823731,0.9719459555555556,0.8731520727799028,0.9037021185533918,0.8446,7.811427593231201,Completed,PW-AE,50000,minmax,none,,0.1,0.1,creditcard
592,0.8728958817251273,0.9625206177777778,0.8422043291854021,0.8825334209949595,0.8054,7.282220363616943,Completed,DAE,50000,minmax,none,,0.02,0.1,creditcard
593,0.8754641400000932,0.9656060377777778,0.8149156803184247,0.8555091268968551,0.778,4.89732813835144,Completed,HST,50000,minmax,none,,,0.1,creditcard
594,0.9205449819205184,0.9735313466666666,0.873778417858245,0.8995975428934547,0.8494,7.837275505065918,Completed,PW-AE,50000,minmax,none,,0.1,0.1,creditcard
595,0.8798460106052748,0.9645482666666666,0.8441692466460269,0.8720682302771855,0.818,7.291759967803955,Completed,DAE,50000,minmax,none,,0.02,0.1,creditcard
596,0.9198233343307454,0.9782808933333333,0.8635035761055706,0.8699005480008118,0.8572,4.949381113052368,Completed,HST,50000,minmax,none,,,0.1,creditcard
597,0.9218966223236958,0.9747713955555555,0.8754571312474603,0.8895540875309661,0.8618,8.055029153823853,Completed,PW-AE,50000,minmax,none,,0.1,0.1,creditcard
598,0.8782134005915267,0.9638448888888889,0.8420171584013391,0.8828433523475209,0.8048,7.4084460735321045,Completed,DAE,50000,minmax,none,,0.02,0.1,creditcard
599,0.8721886324292873,0.9625691311111111,0.8262354359180394,0.8299031476997578,0.8226,4.912498950958252,Completed,HST,50000,minmax,none,,,0.1,creditcard
600,0.7858522299803671,0.9807570745404292,0.8884297520661157,0.9188034188034188,0.86,6.5579516887664795,Completed,PW-AE,50000,minmax,none,,0.1,0.005,shuttle
601,0.7780066498185346,0.9781355679375247,0.8966942148760331,0.9273504273504274,0.868,6.059859037399292,Completed,DAE,50000,minmax,none,,0.02,0.005,shuttle
